Pos	Strand	Score
-10887	+	5.0876
-10726	+	5.0876
-10703	+	5.0876
-10611	+	6.7738
-10133	+	7.1816
-9843	+	6.9191
-9804	-	5.7856
-9778	+	6.5734
-9760	+	6.3120
-9757	-	5.8459
-9500	-	5.1755
-9483	+	6.5734
-9292	+	5.0876
-9216	-	6.5734
-9137	+	7.6223
-8715	-	5.8459
-8250	+	5.9029
-8074	+	10.0315
-7632	-	5.7856
-7606	+	6.5734
-7449	+	9.9155
-7264	-	6.5175
-7261	+	6.2550
-6806	-	9.5077
-6801	-	5.3208
-6547	+	7.5308
-6430	+	6.7635
-6418	+	7.6223
-6278	-	7.1511
-6232	+	5.4673
-6033	+	5.6392
-5893	-	6.5734
-5408	+	6.5734
-5082	+	6.7788
-5071	-	11.9790
-4996	+	5.7299
-4983	+	7.5602
-4867	-	9.5077
-4726	-	5.0950
-4504	-	5.0876
-4365	-	6.5175
-4119	-	5.5587
-3027	-	8.7263
-2439	+	5.7299
-2172	+	5.8459
-2140	-	9.2514
-1732	+	5.5587
-1528	-	5.5846
-1521	+	6.1097
-1360	+	5.3778
-1148	+	5.3411
-1087	-	6.5100
-884	-	5.3577
-872	-	6.1643
-745	-	7.1585
-717	-	6.5175
-681	-	11.8337
-588	-	6.4280
-546	-	8.8373
-361	-	15.3846
-315	+	7.4442
-274	+	5.2404
-170	-	6.9518
-96	-	5.0950
-87	+	7.8290
10500	-	11.9790
11002	-	8.3477
11321	-	5.4967
11404	-	8.7834
11868	-	7.4429
11876	+	8.6104
11891	-	7.0351
12012	-	6.1022
12029	-	9.2514
12224	+	5.0876
12294	-	6.3107
12413	+	6.5175
12579	-	7.3609
12676	-	11.3086
12971	+	5.3208
13049	+	5.1244
13134	-	9.2451
13305	-	6.7788
13330	+	7.0351
13460	+	6.7738
13705	+	9.2514
13805	-	5.7870
13867	+	6.9191
13874	-	9.2514
13996	-	6.9812
14056	+	5.4304
14241	-	8.0853
14280	+	15.3846
14539	+	5.8459
14639	+	5.1141
14915	+	5.3208
14945	+	5.3577
15014	-	5.7870
15148	+	8.4931
15304	-	7.1879
15493	-	6.0483
15789	-	6.4574
15850	+	5.9924
15873	+	5.9924
16008	-	5.4967
16115	-	6.1022
16600	-	5.3778
16631	-	5.5833
16847	-	7.3903
16851	-	6.2487
16885	+	5.7870
16938	+	14.7141
16977	+	9.0447
16986	+	9.2451
17226	-	5.3778
17389	+	7.1879
17406	-	8.7263
17637	-	5.0337
17752	+	5.9924
17811	+	10.5566
17901	+	5.3577
17908	-	9.2348
18171	+	8.7834
18182	+	5.8459
18282	-	6.2550
18494	-	5.8396
18548	-	11.9790
18569	-	5.6127
18640	+	5.7299
19481	+	6.2487
19603	-	5.8459
19876	+	9.2514
19915	+	5.7591
19995	-	5.3208
20233	+	6.1643
20953	-	9.4538
21573	-	5.8459
21688	+	8.9826
21782	+	8.5810
21785	-	5.5846
21875	+	6.7788
21878	-	6.3107
22146	+	5.3778
22189	+	8.7263
22291	-	5.1141
22421	-	6.4296
22599	-	5.6392
22736	-	5.9924
22839	-	6.7801
23779	+	12.9132
23971	+	6.3544
23984	-	9.0447
24590	+	5.3208
24609	+	7.1879
24731	-	5.3778
24846	-	11.9790
24948	+	9.2514
25224	+	8.2012
25825	+	5.8396
26097	+	9.2514
26250	-	5.7591
26346	-	6.6628
26856	+	5.9029
27096	+	7.4429
27637	-	9.9155
28503	+	7.1713
28910	+	5.3577
29036	-	7.1879
29112	-	5.0950
29163	+	7.8290
29185	+	5.9924
29203	+	5.5587
29326	-	6.1097
29473	+	7.9386
29476	-	6.4267
29489	-	8.7263
29547	-	5.4938
29679	-	5.9924
29691	-	10.1793
29707	+	7.8290
29799	-	6.6628
29817	-	12.6506
29822	-	6.0483
30303	+	6.2842
30791	+	5.4967
31480	-	6.6894
31515	+	5.7299
31968	-	6.3107
32042	+	5.1141
32098	-	7.3039
32677	-	9.0447
32795	+	6.6628
33190	+	9.0447
33577	+	9.2451
33748	-	5.3778
34184	+	5.3778
34383	+	6.2550
34496	+	5.8396
35168	-	11.3086
35360	+	11.7177
35411	-	5.8459
35519	+	8.9826
35714	-	7.8520
35801	+	6.0483
35826	+	6.5175
35998	-	5.8459
36092	+	9.2514
36208	+	5.8396
36231	+	6.7801
37105	-	6.2487
37401	-	6.4574
37527	+	5.5846
37604	-	5.6392
37875	-	5.3208
38132	+	7.1879
38157	+	5.1141
38251	+	6.4574
38354	+	7.1816
39689	+	6.5734
39708	+	6.5175
39715	-	5.7856
40199	+	5.4673
40218	-	9.0447
40366	-	5.8459
40541	+	6.4296
41412	+	6.5100
41456	-	10.5871
42028	+	5.0876
42143	+	6.5100
42415	-	7.0985
42896	+	5.8396
43614	+	8.9826
44780	-	7.8226
45571	-	5.0876
45777	-	5.5232
46890	+	8.9826
47133	+	6.1377
47507	+	7.8520
47850	+	9.2451
47854	+	9.9155
49346	-	6.7724
49456	-	8.7849
50003	+	7.4429
50473	-	5.0876
50672	-	7.1816
51087	-	8.9826
51411	+	9.5064
51648	+	6.5734
51712	+	6.9191
51787	+	5.0950
51963	-	7.0351
52431	-	5.0876
52631	-	7.8226
52679	-	5.5771
52796	+	5.2238
52806	-	5.4673
53502	+	6.5100
53740	+	5.3794
54034	+	6.5100
54524	-	6.7738
54863	-	6.5734
54971	-	7.4442
55017	+	5.8293
55256	-	10.5871
55653	+	6.5175
55916	+	5.1141
56494	+	8.1144
56579	-	8.3771
56764	-	6.4561
57034	+	6.5100
57090	+	12.6506
57104	+	8.3771
57650	+	7.4429
58237	+	6.7724
58370	+	7.8520
58480	+	6.7635
58497	-	6.1022
58550	-	6.7724
59265	-	6.0483
59274	+	9.8351
60387	-	6.5100
60481	-	9.6542
60939	-	7.4442
61906	-	5.3208
61947	-	5.0950
63137	-	10.5871
63152	-	6.1009
64359	+	9.9155
64610	-	9.9155
64913	+	7.4429
65121	+	5.8396
65189	-	8.7849
65570	+	6.2487
65689	-	7.8520
65724	-	5.3794
66039	+	6.6628
66673	-	7.4429
66815	+	5.5771
66897	+	8.3771
66992	+	7.0972
66995	-	7.7067
67148	+	5.3208
67549	-	6.5100
67718	+	6.1022
67735	-	6.0483
68141	-	5.6392
69006	-	6.1022
69258	-	10.1793
69315	-	5.5771
69355	-	5.8459
69534	+	5.9679
69542	+	7.8226
69585	+	6.3647
70662	+	9.7702
72565	+	5.0876
72858	+	5.2036
73762	-	7.8520
73785	-	9.5077
73806	-	9.2451
73895	+	9.9155
74420	-	6.1022
74536	-	5.0876
74672	-	5.3778
75226	+	6.7801
75382	+	5.3778
76266	+	6.1009
76772	-	5.5771
76886	+	6.2487
76984	-	6.4561
77072	-	5.8459
78351	+	9.5077
78374	+	6.5721
78483	-	5.0876
78520	-	7.1879
78807	+	7.7067
79339	-	5.7299
79344	-	11.2575
79442	-	6.2550
80171	-	5.7591
80890	-	5.7856
81177	+	5.5601
81194	+	10.5566
81573	+	6.9191
81585	-	10.5871
81639	-	6.5456
82124	-	6.1022
82600	+	6.4296
84187	+	5.3794
85712	-	8.9826
87654	+	5.6392
87748	+	6.4806
87942	-	5.8293
88204	-	6.6628
88389	+	5.7299
88416	+	5.8459
88572	+	5.9029
88627	+	8.5735
88689	-	5.3564
88718	-	9.5077
88793	-	9.5077
88864	-	9.5077
88935	-	9.5077
89177	+	6.7724
89631	-	5.1141
90006	-	9.2514
90044	-	12.6506
90103	-	10.8484
90154	-	6.3107
90159	+	6.0205
90162	-	10.8484
90213	-	6.3107
90218	+	6.0205
90221	-	10.8484
90272	-	6.3107
90277	+	6.0205
90280	-	10.8484
90331	-	6.3107
90336	+	6.0205
90339	-	10.8484
90390	-	6.3107
90395	+	6.0205
90398	-	10.8484
90447	+	5.3500
90450	-	9.0182
90466	+	9.2348
90476	+	9.9155
90837	-	6.2550
90884	-	6.0483
90984	+	6.0483
91119	-	5.2238
91438	+	12.9132
91730	-	5.9924
91752	-	7.1713
91862	-	6.9812
92269	-	5.0337
92274	+	5.1141
92334	-	5.8293
92563	+	6.9812
93511	-	9.5077
93974	-	5.7870
94379	-	5.0350
94543	-	5.3208
94633	+	7.8520
95064	-	6.5734
95758	-	6.6628
95770	-	5.0337
95855	-	6.7724
96176	+	9.5077
96390	-	9.4538
96414	+	6.7738
96818	-	7.1511
96883	-	8.4931
96935	+	7.9031
96939	+	6.6920
97133	+	6.4574
98584	+	5.3208
98620	-	5.0876
99324	-	6.5734
99343	+	9.7702
99512	+	5.3208
100078	-	8.5196
100083	+	6.4561
100326	-	6.7622
100581	+	9.5064
101103	+	5.7870
101111	+	5.6392
101121	+	12.9132
101819	+	7.1879
101887	+	6.5734
101913	-	5.7856
102569	-	5.7856
102646	-	6.2487
102821	+	8.3122
103013	+	5.1244
103023	+	5.7870
103062	+	11.4895
103655	+	9.2451
103813	+	5.7856
103839	-	6.5734
103906	-	10.5871
104427	+	9.5077
104727	+	6.0470
105080	-	5.6392
105808	+	8.1144
105904	-	9.5064
106114	+	8.2012
106161	-	5.1141
106176	+	6.7738
106190	+	5.3794
106286	+	6.1377
106990	-	7.8520
107002	-	6.2550
107063	+	6.1022
108417	+	6.9191
108686	-	5.8293
109071	-	5.3208
110052	+	6.2537
110260	+	7.1511
110776	-	6.7724
110892	-	8.1144
110966	-	6.7724
111146	+	6.0483
111165	+	6.5175
111172	-	5.7856
111995	-	7.4429
112245	-	6.0483
112318	+	7.4429
112346	-	5.1244
112488	+	6.5100
112655	+	6.3647
112685	+	5.3208
112783	-	5.3208
112823	-	5.1141
113076	+	5.2238
113244	-	6.5100
113915	-	7.8226
113969	-	6.4561
114436	+	6.7724
114460	+	7.1816
115409	+	8.9826
115809	+	6.1377
115858	+	5.0876
115862	+	5.3794
116184	-	6.0483
116792	-	6.6628
118015	-	8.5735
119639	-	5.0350
119644	+	6.7788
119707	+	5.8459
119723	+	5.8459
119861	-	6.5721
119941	+	5.7591
120140	-	5.6127
121336	-	5.5601
121492	-	6.5734
121934	-	6.1009
122185	+	6.9191
122857	+	5.0876
122908	+	5.8459
123554	+	6.2537
124213	+	6.0470
124743	-	5.8459
125088	-	12.3882
125648	+	9.9155
125891	+	9.9155
126081	-	5.0876
126339	+	7.8226
126519	+	6.7724
127013	-	7.0351
127092	-	5.3794
127950	+	5.7856
127976	-	6.5734
128223	-	6.2487
128827	+	5.7856
128840	+	5.1755
129636	-	6.5734
129760	+	5.8459
129785	-	7.1511
129954	+	7.1511
130062	+	6.5734
130211	+	6.7738
130547	+	9.0447
130552	+	5.3208
130627	-	5.7299
130701	-	7.1816
130793	-	5.8459
130814	+	5.9029
130840	-	5.7856
131016	-	6.7738
131302	+	9.2451
131334	+	5.3778
131442	-	6.9825
131758	-	5.0337
131767	+	8.0853
131781	-	5.2404
131854	-	5.3778
131884	+	5.3208
132293	-	5.9029
132296	+	6.5734
132445	-	5.5587
132682	-	5.0876
132718	+	6.5721
132851	-	8.3742
132931	-	5.0950
132960	-	7.1511
133180	-	6.2550
133274	-	6.1097
133357	-	5.1510
133391	-	9.2514
133651	-	5.7591
133726	+	7.2873
133809	-	9.2514
133917	+	8.7834
134199	+	5.7655
134216	+	6.3107
134556	+	6.5175
134620	+	6.0483
135025	-	11.8337
135229	-	9.8861
135366	-	6.1643
135422	+	6.5175
135429	-	11.3086
135459	+	6.1083
135462	-	11.3086
135497	+	5.0950
135525	-	6.1022
135560	+	5.0950
135588	-	5.2974
135592	-	9.8861
135709	-	6.3107
135783	-	5.1755
135832	+	5.0950
135859	-	9.2451
136145	-	10.1793
136215	-	12.9132
136263	-	9.5077
136312	-	12.9132
136360	-	9.5077
136409	-	12.9132
136457	-	12.9132
136506	-	12.9132
136555	-	9.5077
136604	-	12.9132
136653	-	12.9132
136702	-	12.9132
136750	-	9.5077
136799	-	12.9132
136848	-	12.9132
136897	-	12.9132
136946	-	12.9132
136995	-	12.9132
137043	-	9.5077
137092	-	12.9132
137141	-	9.5077
137190	-	12.9132
137238	-	9.5077
137391	+	5.0950
137398	-	5.7006
137510	+	6.3120
137597	-	9.9155
137636	+	6.2537
137663	+	5.0950
137691	-	5.2974
137695	-	9.8861
137770	-	9.0447
137952	-	11.3086
138264	+	5.0950
138413	-	15.3846
138590	+	6.5175
138691	+	6.1009
138719	+	5.7655
138730	+	5.7870
138747	-	6.1009
138860	+	6.3120
138909	-	7.0972
138938	+	12.9119
138941	-	6.7724
139004	-	8.5735
139360	-	11.0817
139453	+	10.4406
139456	-	6.7724
139583	-	6.3710
139647	-	10.5566
139686	+	6.7738
139841	-	5.3778
139896	+	5.7299
140068	-	6.9825
140176	+	6.2550
140263	+	6.5734
140310	+	6.2550
140366	-	8.3771
140419	-	5.8459
140454	+	5.7299
140534	-	6.5175
140567	-	5.7856
140576	-	12.6506
141101	-	6.5100
141354	-	5.4967
141409	-	5.1244
141712	-	5.8459
141750	-	6.5175
141848	-	5.8459
142049	+	9.2451
142285	-	9.2451
142293	-	6.1377
142346	+	5.5771
142387	+	9.4538
142698	+	5.8293
142962	+	7.1511
143759	-	8.2012
143849	-	6.9825
143954	-	6.7724
144087	+	6.2550
144382	-	9.9155
144671	+	6.5734
145379	-	5.3794
145633	-	5.8459
145647	+	5.8459
145971	-	6.6628
146120	-	12.3882
146304	+	12.3882
146379	-	13.3210
146408	-	8.5196
146758	+	5.7591
146991	+	5.3208
147667	-	5.8459
147670	+	6.3120
148162	+	7.0351
148587	+	6.2487
148811	-	6.5175
148861	+	6.5734
148880	+	6.4806
149123	+	5.8396
149343	+	5.8293
149461	+	6.5734
149487	-	5.7856
150136	-	8.5735
150361	-	6.7801
150610	-	5.6392
150767	-	5.0876
150771	-	6.1022
150864	+	5.9924
151085	-	9.5077
151520	-	5.3208
151693	-	9.5077
151849	+	5.8459
152133	-	7.4442
152190	-	9.5077
152237	-	6.7738
152351	+	5.7299
152755	-	9.0182
152980	-	5.4967
153160	-	5.7299
153347	-	6.9191
153477	+	6.3120
153513	-	9.2451
153810	-	5.0876
153894	-	6.9812
153952	+	8.7568
154271	+	7.0972
154955	-	11.8337
155114	-	6.0483
155122	-	10.1780
155183	+	5.5771
155223	+	9.4538
155298	-	5.3778
155520	+	5.8293
155782	+	7.1511
156182	-	6.0218
156320	-	6.5721
156326	+	9.2451
156364	+	5.8459
156488	-	8.0840
157566	+	5.8459
157973	+	5.3208
158186	+	5.5771
158372	+	7.1816
158375	-	6.5100
158710	+	9.0447
159419	+	7.0351
159433	+	6.1377
159445	-	5.7856
159706	+	5.0582
160350	-	5.1141
160607	-	6.4561
160756	-	9.2451
160932	-	8.7849
160945	+	6.7724
161025	+	9.2451
161439	+	6.5100
161442	-	6.7724
161462	-	5.3794
161924	-	7.8226
162001	+	7.1713
162541	-	5.7299
162718	+	5.3794
162881	-	6.9825
162983	-	5.9029
163038	+	5.6392
163299	+	7.1879
163515	-	7.0985
163913	+	6.0483
163936	+	6.5721
164071	-	9.0447
164256	-	6.9191
164476	+	5.3564
164479	-	5.7856
164970	-	7.3625
165083	+	6.2550
165086	-	6.5175
165095	-	5.7856
165213	+	6.9825
165577	-	8.0840
165861	-	8.5735
166119	+	6.5734
166145	-	5.7856
166497	-	6.5175
167198	-	10.1793
167362	-	6.3107
167539	-	5.8459
167558	+	12.9132
167696	+	5.0950
168129	-	5.9045
168136	+	6.1377
168554	+	6.7788
168733	-	6.5175
168805	-	5.3778
168907	-	5.9924
169258	-	5.8293
169439	+	6.5734
169465	-	5.7856
169929	-	6.3647
170089	-	6.3107
170423	+	12.6506
170583	+	8.5810
170631	+	6.5734
171165	-	6.5734
171180	-	6.4806
171213	+	5.3208
171326	+	6.9191
171523	+	7.4442
171661	+	7.4429
171695	+	7.8226
171788	-	8.7263
171990	+	6.9812
172031	+	5.8459
172138	+	6.5175
172280	-	6.1377
172337	-	11.0817
172527	+	6.7801
172550	-	5.3778
172865	-	5.8764
172932	+	9.2514
172997	-	7.1816
173155	+	7.0351
174356	+	5.7856
174447	+	6.5734
174583	+	6.5734
175058	+	8.7263
175065	-	5.8459
175231	+	6.0483
175257	-	5.7856
175816	-	6.5734
175834	-	8.9826
175979	+	6.6273
176002	+	5.3564
176367	-	8.9826
176500	-	6.3107
176522	+	6.9191
176562	+	9.2514
176705	-	5.6392
176758	+	6.0483
176845	-	7.3903
177388	+	6.9191
177793	-	6.7738
178430	-	5.1755
179230	-	6.1643
179259	-	6.5175
179842	+	6.5100
180592	-	6.9812
181030	-	11.9790
181516	-	8.3477
181626	+	5.7006
181840	-	5.4967
182019	+	5.7591
182387	-	7.4429
182395	+	8.6104
182410	-	7.0351
182531	-	6.1022
182548	-	9.2514
182743	+	5.0876
182813	-	6.3107
182894	+	6.7622
182897	-	7.1816
182932	+	6.5175
183098	-	7.3609
183195	-	11.3086
183490	+	5.3208
183568	+	5.1244
183653	-	9.2451
183824	-	6.7788
183849	+	7.0351
183979	+	6.7738
184222	+	9.2514
184322	-	5.7870
184384	+	6.9191
184391	-	9.2514
184512	-	6.9812
184572	+	5.4304
184757	-	8.0853
184796	+	15.3846
185060	+	5.8459
185160	+	5.1141
185436	+	5.3208
185466	+	5.3577
185535	-	5.7870
185669	+	8.4931
185825	-	7.1879
186014	-	6.0483
186204	+	7.8226
186310	-	6.4574
186371	+	5.9924
186394	+	5.9924
186530	-	5.4967
186637	-	6.1022
187122	-	5.3778
187153	-	5.5833
187369	-	7.3903
187373	-	6.2487
187407	+	5.7870
187460	+	14.7141
187499	+	9.0447
187508	+	9.2451
187748	-	5.3778
187911	+	7.1879
187928	-	8.7263
188057	-	8.5196
188161	-	5.0337
188276	+	5.9924
188335	+	10.5566
188425	+	5.3577
188432	-	9.2348
188694	+	8.7834
188705	+	5.8459
188805	-	6.2550
189017	-	5.8396
189071	-	11.9790
189092	-	5.6127
189163	+	5.7299
190004	+	6.2487
190126	-	5.8459
190399	+	9.2514
190438	+	5.7591
190518	-	5.3208
190756	+	6.1643
192212	+	8.9826
192306	+	8.5810
192309	-	5.5846
192399	+	6.7788
192402	-	6.3107
192671	+	5.3778
192768	+	5.8459
192816	-	5.1141
192946	-	6.4296
193124	-	9.5064
193261	-	5.9924
193364	-	6.7801
194304	+	12.9132
194509	-	9.0447
195115	+	5.3208
195256	-	5.3778
195371	-	11.9790
195473	+	9.2514
195749	+	8.2012
195938	+	6.7635
196350	+	5.8396
196619	+	9.2514
196772	-	5.7591
196868	-	6.6628
197378	+	5.9029
197618	+	7.4429
198159	-	9.9155
199021	+	7.1713
199426	+	5.3577
199552	-	7.1879
199628	-	5.0950
199679	+	7.8290
199701	+	5.9924
199719	+	5.5587
199842	-	6.1097
199989	+	7.9386
199992	-	6.4267
200005	-	8.7263
200063	-	5.4938
200195	-	5.9924
200223	+	7.8290
200315	-	6.6628
200333	-	12.6506
200338	-	6.0483
200817	+	6.2842
201305	+	5.4967
202000	-	6.6894
202035	+	5.7299
202135	-	5.8459
202487	-	5.3778
202561	+	5.1141
203197	-	9.0447
203315	+	5.9924
203710	+	9.0447
204093	+	9.2451
204264	-	5.3778
204700	+	5.3778
204899	+	6.2550
205012	+	5.8396
205684	-	11.3086
205876	+	9.6542
206035	+	8.9826
206230	-	7.8520
206317	+	6.0483
206514	-	5.8459
206608	+	9.2514
206724	+	5.8396
206747	+	6.7801
207438	+	5.5846
207623	-	6.2487
258186	-	6.5100
258271	+	5.3794
258608	+	5.4304
258651	-	6.0483
258778	+	6.5734
259368	-	7.8520
259836	+	6.0483
260148	+	8.0559
260172	+	6.4561
260234	-	5.5232
260898	+	5.3208
261391	+	5.3794
261736	+	7.1816
261740	+	7.8520
262402	+	5.5232
263165	-	9.6542
263744	-	7.1713
263807	-	7.8520
263811	-	9.2451
263818	-	5.6392
264219	-	6.2487
264358	-	5.3208
264633	+	11.9790
265173	+	5.7856
265260	-	7.1816
265469	-	6.0483
265554	-	5.3794
265722	+	6.0483
265987	+	6.7724
266441	-	5.1141
266819	-	9.2514
266857	-	12.6506
266908	-	6.3107
266913	+	6.0205
266916	-	10.8484
266967	-	6.3107
266972	+	6.0205
266975	-	10.8484
267024	+	5.3500
267027	-	9.0182
267043	+	9.2348
267053	+	9.9155
267393	-	9.5077
267414	-	6.2550
267461	-	6.0483
267561	+	6.0483
268017	+	12.9132
268306	-	5.9924
268328	-	7.1713
268438	-	6.9812
268845	-	5.0337
268850	+	5.1141
268910	-	5.8293
269139	+	6.9812
270088	-	9.5077
270551	-	5.7870
270956	-	5.0350
271120	-	5.3208
271210	+	7.8520
271648	-	6.5734
272342	-	6.6628
272354	-	5.0337
272439	-	6.7724
272760	+	9.5077
272974	-	9.4538
272998	+	6.7738
273402	-	7.1511
273467	-	8.4931
273519	+	7.9031
273523	+	6.6920
273717	+	6.4574
275204	-	5.0876
275698	+	5.1755
275887	-	6.5734
275906	+	9.7702
276075	+	5.3208
276641	-	8.5196
276646	+	6.4561
276889	-	6.7622
277144	+	9.5064
277669	+	5.7870
277677	+	5.6392
277687	+	12.9132
278452	+	6.5734
278478	-	5.7856
279134	-	5.7856
279211	-	6.2487
279386	+	8.3122
279579	+	5.1244
279589	+	5.7870
279628	+	11.4895
279875	+	6.7635
280221	+	9.2451
280379	+	5.7856
280405	-	6.5734
280472	-	10.5871
280991	+	9.5077
281291	+	6.0470
281644	-	5.6392
282372	+	8.1144
282468	-	9.5064
282678	+	8.2012
282725	-	5.1141
282740	+	6.7738
282754	+	5.3794
282850	+	6.1377
283554	-	7.8520
283566	-	6.2550
283627	+	6.1022
284981	+	6.9191
285256	-	5.8293
285641	-	5.3208
286616	+	6.2537
286824	+	7.1511
287340	-	6.7724
287456	-	8.1144
287530	-	6.7724
287710	+	6.0483
287729	+	6.5175
287736	-	5.7856
288561	-	7.4429
288884	+	7.4429
288912	-	5.1244
289054	+	6.5100
289221	+	6.3647
289251	+	5.3208
289349	-	5.3208
289389	-	5.1141
289642	+	5.2238
289810	-	6.5100
289990	-	6.4296
290481	-	7.8226
290535	-	6.4561
291002	+	6.7724
291026	+	7.1816
291973	+	8.9826
292375	+	6.1377
292424	+	5.0876
292428	+	5.3794
292750	-	6.0483
293358	-	6.6628
294581	-	8.5735
296214	+	8.2012
296277	+	5.8459
296293	+	5.8459
296431	-	6.5721
296511	+	5.7591
296710	-	5.6127
297875	-	5.5601
348011	+	5.4304
348057	-	6.0483
348183	+	6.5734
348773	-	7.8520
349241	+	6.0483
349577	+	6.4561
350303	+	5.3208
350796	+	5.3794
351141	+	7.1816
351145	+	7.8520
351807	+	5.5232
352561	-	9.6542
353139	-	7.1713
353202	-	7.8520
353206	-	9.2451
353213	-	5.6392
353614	-	6.2487
353753	-	5.3208
354027	+	11.9790
354555	+	5.7856
354642	-	7.1816
354851	-	6.0483
354936	-	5.3794
355104	+	6.0483
355369	+	6.7724
356201	-	9.2514
356239	-	12.6506
356290	-	6.3107
356295	+	6.0205
356298	-	10.8484
356349	-	6.3107
356354	+	6.0205
356357	-	10.8484
356406	+	5.3500
356409	-	9.0182
356425	+	9.2348
356435	+	9.9155
356589	-	5.3208
356775	-	9.5077
356796	-	6.2550
356843	-	6.0483
356943	+	6.0483
357399	+	12.9132
357688	-	5.9924
357710	-	7.1713
357820	-	6.9812
358217	+	5.1141
358277	-	5.8293
358515	+	5.9924
358615	+	9.2451
358685	+	5.6392
358989	-	5.4967
359052	+	5.9029
359255	-	7.0985
359954	+	6.7801
360175	-	9.5064
360309	-	6.2550
360565	+	5.3208
360608	+	5.8459
360739	-	5.3778
360780	-	10.5871
361213	+	6.5100
361268	-	5.3778
361682	+	6.0483
361708	-	5.7856
361838	+	5.5601
361919	+	6.2487
361922	-	5.3564
361989	+	6.0483
362015	-	5.7856
362137	+	5.0950
362277	-	5.0876
362820	+	9.2451
363200	+	5.1755
363236	+	5.9029
363362	+	6.0483
363407	-	5.9924
363507	+	5.6392
363514	+	8.7834
363620	+	5.3208
364702	+	6.7801
364734	+	6.5175
364738	+	6.5175
364741	-	7.1879
364778	+	5.6392
364842	+	5.7870
365246	-	8.7834
365265	-	5.8459
365572	+	6.4574
366188	+	5.1755
366207	-	6.5734
366225	+	6.7788
366256	+	10.1780
366259	-	6.7622
366359	+	5.3208
366943	-	6.7724
366953	+	5.0876
368398	-	5.0950
368511	+	5.7856
368537	-	6.5734
370588	-	7.1879
370858	-	6.5734
371660	-	5.3794
373030	-	6.4561
373144	+	15.3846
373404	+	7.5308
373864	-	6.1097
373908	-	6.5175
374391	-	9.5077
374663	-	5.1141
374993	+	5.6392
375013	+	7.1816
375049	-	5.6392
375167	+	8.9826
375307	+	8.7263
375401	+	6.2487
375624	+	5.3208
375766	+	6.7788
375769	-	9.2451
375778	-	6.2550
375827	-	6.9812
375838	+	7.4429
375986	+	6.0483
376126	+	5.0950
376297	-	9.2514
376436	+	6.5721
377303	+	10.8203
377668	-	11.9790
377768	+	7.9031
377800	-	5.3208
378026	+	8.5735
378184	+	6.3120
378219	+	6.5175
378374	+	9.5077
378406	+	8.9826
378415	-	8.7263
378447	-	8.7263
378491	+	5.3778
378754	+	9.5077
378834	+	5.9924
379326	+	5.0876
379543	-	7.1816
379547	-	6.2487
379789	+	10.0315
379812	+	5.2238
380024	+	5.7870
380078	-	11.2281
380305	+	8.1144
380520	+	5.3208
380713	-	10.5566
380721	-	6.7198
381971	-	12.6506
382021	+	15.3846
382068	+	8.7834
382121	-	6.5175
382873	-	5.8459
383296	+	6.5734
383575	+	7.1816
383595	+	5.9029
383795	+	6.9812
383938	-	6.9812
384390	+	5.1141
384476	-	15.3846
384797	+	6.5175
384880	-	5.8459
384883	+	6.3120
384891	+	9.0447
384901	+	6.5734
384924	+	6.5721
385175	+	6.6628
385202	-	9.8861
385391	+	6.4574
385889	-	11.9790
385969	-	7.5063
385990	+	8.7263
386059	-	10.5566
386480	-	5.1141
386519	+	5.8459
387144	+	5.8459
387408	-	5.3208
387679	+	7.4429
387705	-	9.2451
387973	+	5.9924
388321	-	5.7299
388518	-	5.0950
388675	-	5.3778
388787	+	6.2550
388896	-	5.3794
389424	-	6.0205
389474	+	6.9191
389673	-	9.5077
389723	+	9.0447
389838	-	9.2451
390325	+	8.2317
390590	-	6.5100
390599	-	5.8459
390760	+	9.5077
391079	-	9.9155
391298	+	7.1816
391313	+	6.7198
391330	-	7.1713
391678	+	6.7724
391689	+	6.1009
391888	+	5.6392
392638	+	5.6392
392739	+	9.4538
392961	-	5.1510
393046	-	6.5100
393219	+	9.9155
393231	+	11.4908
393386	+	5.0595
393505	+	7.1816
393559	-	6.9812
393839	-	6.7738
394016	+	8.0853
394085	-	6.5734
394282	+	5.3208
395173	+	8.2012
395440	-	6.4561
395851	+	5.2238
395911	+	9.7702
395937	-	6.5734
395955	-	5.7870
396189	+	7.1879
396202	+	5.2238
396410	+	5.1244
396480	+	6.0483
396487	-	6.7198
396524	+	5.2238
396960	+	5.7856
396986	-	5.9029
397002	-	6.3120
397005	+	5.1755
397056	-	6.3120
397653	+	6.2487
397803	-	5.6392
397886	-	5.8459
398349	+	7.7067
398468	+	5.8293
398575	-	6.9547
398769	-	6.7738
398789	-	5.3778
398836	+	6.5100
399669	+	6.9191
400451	+	7.0985
400477	-	5.8459
400754	+	5.8293
401276	+	11.9790
401563	+	5.8396
401570	+	6.2550
401852	-	6.5100
402002	+	5.0337
402045	+	6.0483
402064	+	5.9924
402071	-	5.7856
402190	+	5.0950
402619	-	7.4148
402638	-	7.1713
402683	+	6.5175
402912	+	6.9812
403861	-	9.5077
404718	-	5.0350
404882	-	5.3208
404972	+	7.8520
405396	-	6.5734
406199	-	6.6628
406211	-	5.0337
406296	-	6.7724
406617	+	9.5077
406831	-	9.4538
406855	+	6.7738
407257	-	7.1511
407374	+	5.8396
407572	+	6.4574
409057	-	5.0876
409723	-	6.5734
409742	+	9.7702
409911	+	5.3208
410477	-	8.5196
